,Phrase,Count,PMI
7502,"('the', 'advantage')",13,0.7725930737246927
343,"('express', 'themselves')",13,8.238757511380468
7509,"('and', 'look')",13,0.7609593950195617
7226,"('limited', 'to')",13,1.045142244458546
1025,"('face', 'challenges')",13,6.099353005644826
8532,"('that', 'with')",13,-2.104342404021775
6306,"('on', 'something')",13,1.787098399814461
1934,"('come', 'out')",13,4.834532459848184
3834,"('you', 'get')",13,3.2563159951417084
4515,"('is', 'easy')",13,2.8483633901495224
4739,"('when', 'individuals')",13,2.71497291960074
2104,"('was', 'n')",13,4.617186539954201
2102,"('find', 'out')",13,4.618126333577468
4501,"('and', 'collaborate')",13,2.8594492584189233
5723,"('to', 'miss')",13,2.14332263839745
5900,"('a', 'short')",13,2.036792252672356
4744,"('be', 'based')",13,2.713997796992196
3006,"('and', 'recharge')",13,3.8594492584189233
8406,"('to', 'even')",13,-1.0992476648766285
2085,"('existence', 'of')",13,4.635193451713931
8429,"('other', 'in')",13,-1.200578934563861
3765,"('our', 'mental')",13,3.3078613073758305
5125,"('projects', 'can')",13,2.4880978246832903
2069,"('a', 'brighter')",13,4.657378663124234
3450,"('are', 'incredibly')",13,3.5183119399036578
4507,"('still', 'have')",13,2.855554493636273
5731,"('is', 'needed')",13,2.1396655210061226
5473,"('popular', 'in')",13,2.2792616440638334
5649,"('in', 'real')",13,2.1854794977432164
8090,"('one', 'on')",13,-0.14306197511690755
2283,"('can', 'draw')",13,4.460083448513696
4549,"('and', 'leadership')",13,2.8284223627982996
2515,"('struggle', 'with')",13,4.251367208665467
5874,"('is', 'n')",13,2.0564715854797235
2121,"('the', 'latest')",13,4.603534816099913
5740,"('and', 'organized')",13,2.135083701032354
5739,"('also', 'become')",13,2.135259871677132
2286,"('making', 'good')",13,4.455856809643958
5095,"('completing', 'a')",13,2.5035733270451956
5522,"('wellbeing', 'and')",13,2.2537281975309718
5521,"('direction', 'and')",13,2.2537281975309718
3021,"('a', 'book')",13,3.8500237410666287
5737,"('strength', 'of')",13,2.136942584186105
3727,"('trip', 'to')",13,3.338873447515258
3773,"('programs', 'are')",13,3.2946859186280975
5610,"('may', 'experience')",13,2.21001629226944
4475,"('the', 'british')",13,2.8777097795389075
3783,"('help', 'someone')",13,3.2888697797611464
2303,"('frame', 'of')",13,4.433559590544281
2949,"('school', 'sports')",13,3.8949971011120788
3821,"('we', 'understand')",13,3.2609008349354447
5950,"('one', 'potential')",13,2.007188209868552
3825,"('entering', 'the')",13,3.259580414882553
5482,"('activity', 'can')",13,2.277880117292945
4750,"('adversity', 'and')",13,2.710585872504442
2004,"('a', 'lifetime')",13,4.731379244568011
8345,"('and', 'any')",13,-0.853002977424147
8100,"('the', 'home')",13,-0.1595498390301735
5160,"('the', 'heart')",13,2.471084520076264
8384,"('what', 'to')",13,-1.022079804354167
3446,"('a', 'relatively')",13,3.519875139374296
3837,"('academics', 'and')",13,3.2537281975309718
5164,"('active', 'can')",13,2.4693612621017067
5948,"('travel', 'to')",13,2.007667539039886
2965,"('shift', 'in')",13,3.885919215884307
5145,"('at', 'which')",13,2.475965446365084
3800,"('school', 'provides')",13,3.2756011033270482
3784,"('historical', ',')",13,3.2879400876877973
2545,"('my', 'friends')",13,4.224811172619159
3203,"('s', 'mental')",13,3.713090269005342
2047,"('has', 'already')",13,4.670576841722692
2983,"('curfews', 'for')",13,3.873661257664949
4944,"('impression', 'as')",13,2.592058381061605
3801,"('about', 'your')",13,3.275121026283923
3207,"('ensure', 'success')",13,3.708107257180977
5711,"('s', 'attitude')",13,2.1539369546337888
5937,"('week', 'is')",13,2.013585772626545
2980,"('classroom', 'learning')",13,3.8785755442787
4447,"('hobbies', 'and')",13,2.8911581181462616
2554,"('examine', 'the')",13,4.216511692990668
3820,"('disadvantages', 'on')",13,3.2620073550707005
4556,"('can', 'truly')",13,2.8266224301013487
3048,"('forced', 'to')",13,3.833638139264835
3055,"('more', 'challenging')",13,3.8280456274554844
4965,"('activities', 'which')",13,2.577091450822092
3551,"('than', 'being')",13,3.4506177697184306
5596,"('who', 'work')",13,2.2167785922327674
4650,"('and', 'appreciation')",13,2.768301370360728
4649,"('a', 'special')",13,2.7698533923826467
2187,"('their', 'strengths')",13,4.545911255492733
3570,"('however', 'technology')",13,3.433971282886496
4646,"('performance', 'as')",13,2.7719261857514965
8171,"('the', 'health')",13,-0.3253820858386014
3581,"('on', 'teenagers')",13,3.425832156976597
3491,"('door', 'to')",13,3.4857148358445293
5816,"('a', 'case')",13,2.0966637086497535
5817,"('a', 'concept')",13,2.0966637086497535
8331,"('and', 'without')",13,-0.8092815999948293
5819,"('this', 'knowledge')",13,2.095698003111785
8332,"('more', 'on')",13,-0.811483710195823
5558,"('keeping', 'the')",13,2.2378853437832333
5019,"('from', 'someone')",13,2.547418344921585
3542,"('schooling', 'can')",13,3.4600834485136964
8201,"('give', 'the')",13,-0.42394592032219336
3160,"('has', 'several')",13,3.7471981233256066
5775,"('from', 'its')",13,2.1109163364541423
8173,"(',', 'people')",13,-0.3311995283514477
5773,"('the', 'computer')",13,2.114149975360988
2231,"('of', 'belonging')",13,4.497689927963997
5580,"('additionally', 'when')",13,2.2239865670885983
4992,"('any', 'time')",13,2.566280344743369
3132,"('an', 'older')",13,3.771353568169566
4994,"('through', 'life')",13,2.565144988085219
3537,"('overall', 'success')",13,3.460179743737392
5801,"('students', 'develop')",13,2.098065482082717
3135,"('to', 'invest')",13,3.769507801845119
5771,"('responsibilities', 'and')",13,2.116224673781037
2475,"('provide', 'support')",13,4.277720999441176
5552,"('classes', 'may')",13,2.241362529136783
4632,"('can', 'show')",13,2.7797013827138564
8195,"('between', 'and')",13,-0.4114046518741681
4631,"('the', 'last')",13,2.780412578183995
5064,"('the', 'whole')",13,2.5226148207163455
3647,"('downsides', 'to')",13,3.3861791622936153
3654,"('norms', 'and')",13,3.383011214475939
5602,"('techniques', 'and')",13,2.213086213033627
5750,"('perspectives', 'can')",13,2.130775823260734
3193,"('other', 'factors')",13,3.7226485071522575
2141,"('thanks', 'to')",13,4.5926300397610405
2137,"('regards', 'to')",13,4.5926300397610405
3666,"('or', 'small')",13,3.3732485300370882
5531,"('a', 'subject')",13,2.2513863034483954
4579,"('a', 'relationship')",13,2.809381756569284
8104,"('the', 'possible')",13,-0.16363101584198958
2136,"('refused', 'to')",13,4.5926300397610405
5862,"('addition', 'it')",13,2.0631780599480187
3679,"('often', 'use')",13,3.3646964305015423
5601,"('and', 'techniques')",13,2.213086213033627
3073,"('also', 'allow')",13,3.817007434933167
5843,"('they', 'become')",13,2.0839394023283653
3630,"('the', 'liquid')",13,3.3970839386324876
4630,"('discuss', 'the')",13,2.780412578183995
8124,"('for', 'who')",13,-0.21488917884299852
5759,"('believe', 'it')",13,2.1257900372477003
5598,"('done', 'in')",13,2.21606781757664
3094,"('poverty', 'and')",13,3.798048713754781
3629,"('the', 'decline')",13,3.3970839386324876
3639,"('belief', 'in')",13,3.3911545241347305
3645,"('can', 'leave')",13,3.3879336627578596
2504,"('are', 'actually')",13,4.258160042602984
5835,"('culture', 'of')",13,2.08675682701789
5056,"('with', 'less')",13,2.527884843862882
8419,"('for', 'school')",13,-1.1684891675540428
3075,"('opinions', 'from')",13,3.8147842424441194
5756,"('failure', 'we')",13,2.1287972989280988
3847,"('furthermore', 'this')",13,3.247948112230908
4985,"('make', 'new')",13,2.568315861627088
4415,"('the', 'winter')",13,2.9116571114622474
6123,"('and', 'sometimes')",13,1.9072777835095387
4032,"('expectations', 'for')",13,3.1366956634987417
3375,"('these', 'individuals')",13,3.5852117111047335
5299,"('you', 'use')",13,2.3836446282879606
4034,"('they', 'offer')",13,3.136270866415881
3371,"('a', 'sport')",13,3.586989335232836
4039,"('encouragement', 'and')",13,3.135083701032354
4040,"('optimism', 'and')",13,3.135083701032354
2359,"('to', 'refer')",13,4.386179162293615
4048,"('can', 'limit')",13,3.130775823260734
6111,"('benefits', 'from')",13,1.9168452476801292
2687,"('means', 'they')",13,4.102412062399843
2791,"('could', 'give')",13,4.019444129997215
4052,"('for', 'families')",13,3.125640474989744
2788,"('a', 'doctor')",13,4.025110447624719
4243,"('signals', 'to')",13,3.007667539039886
6100,"('track', 'and')",13,1.923579595838639
4264,"('and', 'inspired')",13,2.9906937916971756
4023,"('mistakes', 'are')",13,3.1404649999332293
4414,"('the', 'profession')",13,2.9116571114622474
4805,"('only', 'by')",13,2.674071004159302
2661,"('provided', 'with')",13,4.1230431116899275
1868,"('by', 'reducing')",13,4.899103307368453
6072,"('helped', 'to')",13,1.9355177532840493
4303,"('s', 'education')",13,2.9669452480647394
2662,"('a', 'mentor')",13,4.121325762884023
2355,"('you', 'know')",13,4.387246864968159
1843,"('extra', 'day')",13,4.931362359117376
2815,"('some', 'individuals')",13,3.9998714920829777
4809,"('of', 'curfews')",13,2.6717193277390443
6087,"('ideas', 'that')",13,1.929491191054101
8179,"('the', 'focus')",13,-0.35780356353097886
4001,"('learning', 'opportunity')",13,3.1492231342223675
4814,"('their', 'options')",13,2.6677523784275294
1809,"('allows', 'individuals')",13,4.96259047600352
6124,"('for', 'increased')",13,1.9063980440769477
1876,"('many', 'reasons')",13,4.891373155999531
3282,"('helpful', 'for')",13,3.651268836328498
3354,"('the', 'sensation')",13,3.6035348160999128
4202,"('students', 'feeling')",13,3.033784730750451
3352,"('the', 'notion')",13,3.6035348160999128
4867,"('impression', 'on')",13,2.6368557642338466
1764,"('species', ',')",13,5.018333027930517
2703,"('us', 'feel')",13,4.094499370014262
1760,"('program', 'could')",13,5.02626539585323
3309,"('how', 'difficult')",13,3.634167785160969
5371,"('and', 'passion')",13,2.3386170951174847
4187,"('s', 'true')",13,3.0420699866629874
5370,"('to', 'boost')",13,2.338873447515258
4175,"('network', 'of')",13,3.050230950992777
5651,"('traits', 'can')",13,2.1832432431548696
4171,"('further', 'their')",13,3.051802185222691
4848,"('success', 'failure')",13,2.649213568127408
5332,"('and', 'avoid')",13,2.360643401447483
4089,"('can', 'actually')",13,3.101629477601218
8115,"('best', 'of')",13,-0.20274979017709427
2769,"('authorities', 'can')",13,4.045045949234851
4235,"('that', 'teens')",13,3.0151212625797967
3365,"('to', 'listen')",13,3.5926300397610405
2776,"('music', 'or')",13,4.0345970775585975
1795,"('made', 'me')",13,4.988131455049874
5315,"('outcome', 'of')",13,2.3721590458801387
3361,"('cases', ',')",13,3.5951215972059707
8243,"('world', 'a')",13,-0.5559686186092101
1773,"('greater', 'self')",13,5.008670687793401
3293,"('do', 'better')",13,3.642323044008112
2360,"('wanting', 'to')",13,4.386179162293615
5386,"('an', 'education')",13,2.328600690678897
2761,"('layer', 'of')",13,4.050230950992777
5324,"('is', 'challenging')",13,2.367558120719657
5638,"('and', 'prepare')",13,2.1931866555959196
4799,"('parents', 'are')",13,2.678014558179605
5268,"('at', 'work')",13,2.4021424018956132
8111,"('work', 'that')",13,-0.1912431197863782
3923,"('their', 'course')",13,3.1958124879142105
3885,"('the', 'line')",13,3.216511692990668
2604,"('valuable', 'life')",13,4.173786485275887
4776,"('disadvantages', 'for')",13,2.6914579264441976
5455,"('group', 'or')",13,2.2915053805955523
2908,"('affect', 'their')",13,3.9274740502204892
6019,"('on', 'college')",13,1.9680616727092186
2335,"('considered', 'when')",13,4.400864329172677
4361,"('a', 'park')",13,2.9349126386531417
6028,"('more', 'self')",13,1.963429099331048
3389,"('qualifications', 'and')",13,3.5756562924183335
5198,"('can', 'include')",13,2.450864918484317
5208,"('like', 'they')",13,2.44258164089619
2336,"('has', 'improved')",13,4.399274819905298
2865,"('can', 'certainly')",13,3.9641259538512834
5622,"('ultimately', 'i')",13,2.2048083386327058
8271,"('to', 'educational')",13,-0.6138208377063847
2916,"('into', 'what')",13,3.921407040930898
2326,"('be', 'gained')",13,4.410853177784247
2929,"('the', 'pandemic')",13,3.9116571114622474
8193,"('us', 'for')",13,-0.40508601345853634
2932,"('our', 'journey')",13,3.908253848666593
2597,"('say', 'that')",13,4.179866024916429
5468,"('the', 'color')",13,2.281606721212551
5981,"('connection', 'and')",13,1.9906937916971756
4761,"('school', 'education')",13,2.702787685272007
8273,"('them', 'it')",13,-0.6213201143240497
4930,"('also', 'essential')",13,2.5962984385728944
4390,"('burnout', 'and')",13,2.923579595838639
1957,"('ourselves', 'up')",13,4.801303065257844
3422,"('in', 'classrooms')",13,3.5379959124640017
8272,"('to', 'social')",13,-0.6168233258679088
2321,"('gain', 'new')",13,4.4135778004608
1947,"('traits', 'such')",13,4.818518901850769
2856,"('to', 'cope')",13,3.9711416630147696
3909,"('exploration', 'of')",13,3.2022340444378266
2844,"('joining', 'a')",13,3.979306758011596
6045,"('however', 'when')",13,1.9553481748425625
6053,"('the', 'state')",13,1.9464225296229216
1884,"('teens', 'may')",13,4.878977778937365
2854,"('not', 'everyone')",13,3.9739202900383113
1886,"('parents', 'should')",13,4.8782538372775015
5245,"('with', 'challenges')",13,2.415537117997385
4328,"('while', 'technology')",13,2.953016472638577
4321,"('more', 'traditional')",13,2.9570875724572225
3938,"('story', 'is')",13,3.1865321260440957
4908,"('teenagers', 'is')",13,2.6106718324301923
5233,"('challenges', 'as')",13,2.422720676611277
1885,"('other', 'areas')",13,4.8782538372775015
4919,"('the', 'ideal')",13,2.6035348160999128
4338,"('before', 'we')",13,2.9492862486565876
3957,"('information', 'from')",13,3.1715231011582965
6043,"('and', 'convenience')",13,1.9567464597738393
4903,"('our', 'overall')",13,2.6145226456098847
2622,"('also', 'cause')",13,4.153732531748609
3393,"('hand', 'if')",13,3.5719055349861932
5228,"('will', 'make')",13,2.4298802639516204
7222,"('take', 'more')",12,1.0475745753771797
3313,"('an', 'activity')",12,3.6312142965153598
3186,"('the', 'significance')",12,3.729065698183774
4935,"('reliable', 'and')",12,2.5951086550845055
4861,"('resources', 'they')",12,2.641403850789125
4934,"('doors', 'and')",12,2.5951086550845055
3174,"('occur', 'in')",12,3.738020520771993
8321,"('school', 'with')",12,-0.7653978981336138
670,"('great', 'source')",12,6.973316034249107
3311,"('they', 'believe')",12,3.63265137678016
691,"('has', 'drastically')",12,6.910580278901145
7168,"('break', 'in')",12,1.1057523052724818
4959,"('job', 'i')",12,2.580752854094502
8322,"('and', 'no')",12,-0.7658890044814477
4872,"('the', 'moment')",12,2.6339084651434312
4902,"('have', 'significant')",12,2.6149653559594057
629,"('longer', 'days')",12,7.119458364497442
4920,"('the', 'organization')",12,2.6035348160999128
682,"('multiple', 'times')",12,6.939181742658873
4923,"('in', 'public')",12,2.6005169970220585
3278,"('would', 'like')",12,3.6551198482425313
4962,"('a', 'useful')",12,2.5784273217294107
645,"('success', 'consists')",12,7.048309523537231
3246,"('can', 'boost')",12,3.675812139569132
649,"('many', 'doors')",12,7.045985101947339
627,"('perform', 'better')",12,7.133503398408653
655,"('educational', 'materials')",12,7.023304170080785
7196,"('historical', 'and')",12,1.077709438175983
3191,"('whether', 'you')",12,3.7258012784429297
3262,"('the', 'planet')",12,3.6649353607640585
8559,"('of', 'when')",12,-2.3426111662239926
4898,"('us', 'become')",12,2.6180244930283685
7181,"('of', 'material')",12,1.0934514795918986
2955,"('keep', 'us')",12,3.8921140873711586
5100,"('wisdom', 'of')",12,2.501794326296732
4986,"('classes', 'there')",12,2.568269731782223
903,"('not', 'entirely')",12,6.365784676217057
2830,"('series', 'of')",12,3.9836633340537873
930,"('school', 'cafeteria')",12,6.303081839749154
5260,"('the', 'curriculum')",12,2.407137603296409
6939,"('on', 'individual')",12,1.280980337423145
6941,"('or', 'if')",12,1.2805940830020965
2835,"('reach', 'my')",12,3.9818899379180372
2845,"('allow', 'you')",12,3.9789878983203764
5241,"('reasons', ',')",12,2.4197729238086367
5239,"('phones', 'are')",12,2.4202168007119553
7976,"('the', 'impression')",12,0.09574017590121642
6963,"('process', 'it')",12,1.2675416039803515
5220,"('and', 'talents')",12,2.4346439828912594
712,"('challenge', 'ourselves')",12,6.859580676432122
899,"('various', 'reasons')",12,6.370204946110416
2882,"('anywhere', 'in')",12,3.944471398239422
8529,"('and', 'these')",12,-2.0464827068453566
2905,"('to', 'conserve')",12,3.9296650270386095
6988,"('others', 'as')",12,1.2429088174392184
2918,"('t', 'work')",12,3.920665178505388
8530,"('of', 'important')",12,-2.047859634230118
873,"('during', 'sleep')",12,6.420978050421407
6997,"('true', 'for')",12,1.2330146243661133
5168,"('is', 'considered')",12,2.468058485072742
870,"('cons', 'before')",12,6.430297785338837
932,"('good', 'idea')",12,6.302692059118115
5272,"('our', 'sense')",12,2.4011981047918027
6920,"('and', 'structure')",12,1.3017497123939137
6919,"('and', 'decide')",12,1.3017497123939137
2727,"('are', 'responsible')",12,4.07229349729165
8371,"('the', 'essential')",12,-0.9688496185417712
5351,"('on', 'challenges')",12,2.352040842363582
2738,"('exist', 'in')",12,4.059948615659355
1024,"('conducted', 'by')",12,6.099401957854283
1022,"('each', 'option')",12,6.10138018307849
7987,"('in', 'each')",12,0.07758877479508541
6862,"('crucial', 'to')",12,1.3574135780670105
2745,"('a', 'comprehensive')",12,4.056474618534054
1021,"('college', 'level')",12,6.102370313825656
999,"('many', 'countries')",12,6.148554835587888
2757,"('sure', 'i')",12,4.050735875900191
2766,"('by', 'helping')",12,4.046660495782312
991,"('way', 'humans')",12,6.17043458877081
2770,"('can', 'inspire')",12,4.045045949234851
2785,"('where', 'there')",12,4.025618035919031
6897,"('of', 'pressure')",12,1.3180823731243443
5304,"('the', 'lesson')",12,2.381142394763465
5303,"('can', 'then')",12,2.38208093651242
5302,"('track', 'of')",12,2.38221271054406
2802,"('we', 'know')",12,4.013320081508162
6908,"('in', 'multiple')",12,1.3110103798270742
948,"('modern', 'world')",12,6.276599421879737
7004,"('individual', 'with')",12,1.228999395637011
7008,"('that', 'hard')",12,1.2274222293283508
7010,"('advantages', 'it')",12,1.2264168705941465
8544,"('to', 'who')",12,-2.196360114887998
7094,"('service', 'and')",12,1.1590095402778324
8335,"('to', 'academic')",12,-0.8308360815883837
785,"('school', 'administrators')",12,6.665651919133861
3071,"('things', 'they')",12,3.818663362390108
772,"('extra', 'effort')",12,6.686898700977363
7115,"('oneself', 'to')",12,1.1441695389447482
7118,"('days', 'a')",12,1.1427303518844738
762,"('help', 'guide')",12,6.718743207163509
8170,"('benefit', 'to')",12,-0.3222533466010091
5044,"('to', 'really')",12,2.5337363507074713
5037,"('school', 'allows')",12,2.5363689021888973
3125,"('a', 'stepping')",12,3.7763666993413203
8550,"('it', 'with')",12,-2.27389560911044
7140,"('and', 'lasting')",12,1.1279826446572088
3126,"('have', 'done')",12,3.7757011859470566
3127,"('sometimes', 'be')",12,3.7738388397847906
7146,"('days', 'of')",12,1.1205451404741709
737,"('creative', 'ideas')",12,6.7950884411032
8551,"('learning', 'the')",12,-2.279108233261926
3144,"('i', 'look')",12,3.7596009345584314
8327,"('so', 'the')",12,-0.7944962578732415
4990,"('and', 'organizations')",12,2.567094278914908
4989,"('and', 'embrace')",12,2.567094278914908
788,"('suffer', 'from')",12,6.655363677436586
791,"('considered', 'before')",12,6.646275367111855
2933,"('better', 'academic')",12,3.9064344898627326
3040,"('in', 'medieval')",12,3.8375561943229073
7017,"('with', 'knowledge')",12,1.220080077948488
2948,"('factors', 'while')",12,3.8957132161251344
2962,"('cells', ',')",12,3.88655399818148
2977,"('make', 'friends')",12,3.879317084022709
837,"('rewarding', 'experience')",12,6.5208038295516
5132,"('get', 'more')",12,2.4846758103220097
5129,"('concepts', 'and')",12,2.4861742835313407
7044,"('technology', 'have')",12,1.1993518155306084
5128,"('and', 'relax')",12,2.4861742835313407
5121,"('future', 'i')",12,2.4898690507964965
826,"('new', 'possibilities')",12,6.540301485457491
7055,"('decisions', 'on')",12,1.1920709215609513
7968,"('change', 'and')",12,0.11778687755131756
7967,"('body', 'and')",12,0.11778687755131756
822,"('build', 'meaningful')",12,6.552409533944953
5113,"('time', 'without')",12,2.4945245047527536
5108,"('challenging', 'for')",12,2.4966917992196223
819,"('physical', 'contact')",12,6.560345793868716
5099,"('in', 'nature')",12,2.50195316253847
7074,"('do', 'with')",12,1.1741374606024948
813,"('often', 'leads')",12,6.5747495446491655
5087,"('classes', 'such')",12,2.5087277861278174
811,"('experience', 'taught')",12,6.5863921711791775
590,"('social', 'interactions')",12,7.261309781423055
7380,"('and', 'see')",12,0.9188058428249235
3336,"('about', 'different')",12,3.613574783104987
7660,"('of', 'another')",12,0.5701813012769819
4413,"('students', 'attending')",12,2.9117047785062695
191,"('body', 'weight')",12,9.06584986504687
189,"('greater', 'danger')",12,9.095251092756586
8275,"('be', 'one')",12,-0.6231026095194174
7678,"('know', 'the')",12,0.5446411270463436
3868,"('the', 'status')",12,3.234301006434194
4394,"('have', 'never')",12,2.9219906281977117
4393,"('how', 'many')",12,2.9223708350890654
4389,"('often', 'provide')",12,2.9236978534702374
175,"('best', 'suits')",12,9.248370725715557
174,"('educational', 'institutions')",12,9.249812699889464
3877,"('to', 'explain')",12,3.2233962300953216
3878,"('space', ',')",12,3.222736076749083
4377,"('asset', 'to')",12,2.9296650270386095
165,"('study', 'habits')",12,9.329900611212155
3892,"('additionally', 'many')",12,3.210615803720138
3897,"('develop', 'important')",12,3.2071519484165663
152,"('most', 'importantly')",12,9.441496301594414
7898,"('alone', 'and')",12,0.21768544760544017
147,"('greater', 'heights')",12,9.497349536327931
4351,"('the', 'release')",12,2.9405698033774854
7710,"('and', 'needs')",12,0.5126464948925324
4350,"('the', 'desire')",12,2.9405698033774854
4349,"('the', 'collective')",12,2.9405698033774854
3916,"('these', 'opportunities')",12,3.198830401821901
4341,"('computers', 'and')",12,2.945605902168637
139,"('mobile', 'phones')",12,9.626882348969287
4417,"('mind', 'that')",12,2.9100606611051987
205,"('pushing', 'myself')",12,8.970836750186649
133,"('internet', 'connection')",12,9.680321607930747
3835,"('our', 'peers')",12,3.2551198453038594
4502,"('that', 'encourages')",12,2.858713781104978
3756,"('since', 'students')",12,3.320169623861627
3762,"('and', 'psychological')",12,3.3133376866691258
264,"('traditional', 'classrooms')",12,8.575352048329204
261,"('hour', 'days')",12,8.603726865599125
3764,"('a', 'moment')",12,3.30924068891402
4489,"('the', 'old')",12,2.866569221933709
3769,"('career', 'goals')",12,3.3043688635115522
4480,"('we', 'gain')",12,2.8758165577582275
3790,"('student', 'should')",12,3.2846056086901214
4461,"('success', 'ultimately')",12,2.885270907680159
3794,"('both', 'working')",12,3.2796722885726624
4457,"('goals', 'having')",12,2.8859407750319335
3808,"('stone', 'to')",12,3.2707019448736787
4451,"('providing', 'more')",12,2.888775463115966
229,"('strong', 'foundation')",12,8.825786417383366
224,"('am', 'writing')",12,8.864381662695944
7908,"('skills', 'it')",12,0.2012967634002365
221,"('designed', 'projects')",12,8.88496015982826
220,"('commonly', 'used')",12,8.88580064633085
7636,"('activities', 'students')",12,0.5990289968571041
212,"('worth', 'considering')",12,8.934343077535255
7644,"('end', 'the')",12,0.5885844746339437
3833,"('image', 'of')",12,3.256681828460202
4430,"('join', 'the')",12,2.903095097958822
4428,"('s', 'overall')",12,2.904274389819456
7653,"('to', 'cause')",12,0.5776796982950678
138,"('conscious', 'effort')",12,9.645741376220602
7723,"('person', 'for')",12,0.48708020443532973
7274,"('one', 'may')",12,1.0097667539703288
56,"('summer', 'vacations')",12,10.75753220167816
8242,"('before', 'and')",12,-0.5558332429902322
47,"('plus', 'side')",12,10.884680106436933
4233,"('his', 'success')",12,3.015201211725291
4231,"('more', 'information')",12,3.0162888864502335
8625,"('the', 'can')",12,-4.9820537184956315
4074,"('a', 'competitive')",12,3.1089420384281894
4216,"('back', 'on')",12,3.021678650465681
4084,"('you', 'were')",12,3.1050542025817975
7829,"('and', 'meaningful')",12,0.336796659493114
4087,"('we', 'face')",12,3.10258741960525
36,"('wo', 'n')",12,11.242138772004044
7833,"('to', 'society')",12,0.3258434990661385
33,"('drastically', 'changed')",12,11.355544639404284
4106,"('to', 'carry')",12,3.090129699231859
4205,"('they', 'face')",12,3.0322588354893973
24,"('ten', 'hour')",12,11.739863553585153
22,"('20th', 'century')",12,11.817565910578397
7877,"('as', 'these')",12,0.25532160066016374
4118,"('took', 'a')",12,3.0824698270669977
20,"('ancient', 'civilizations')",12,11.836218617480288
4194,"('are', 'seen')",12,3.0383461653683135
4119,"('where', 'i')",12,3.0824447356275293
4121,"('personal', 'life')",12,3.081516659017275
8632,"('and', 'of')",12,-5.691381159035348
6,"('co', 'workers')",12,13.501351466885428
7862,"('for', 'making')",12,0.2803738922928609
4168,"('that', 'requires')",12,3.0528008332212835
50,"('falling', 'short')",12,10.813650860575013
58,"('water', 'droplets')",12,10.723743888221875
7726,"('decision', 'can')",12,0.48535020712412447
7801,"('the', 'professional')",12,0.3811423947634651
4333,"('use', 'your')",12,2.9509772349873273
8231,"('learning', 'it')",12,-0.5030964198683598
3936,"('or', 'doing')",12,3.1883064929540517
116,"('doing', 'nothing')",12,9.842731924438963
3940,"('early', 'may')",12,3.185474108006648
8265,"('when', 'their')",12,-0.6040743378278712
8620,"('the', 'as')",12,-4.042723863890117
3946,"('weaknesses', 'and')",12,3.1800711558056634
3949,"('s', 'advice')",12,3.174921979763127
8621,"('in', 'in')",12,-4.340812251069369
7890,"('career', 'it')",12,0.23319009918957434
98,"('invaluable', 'asset')",12,10.085026421746123
8263,"('the', 'hard')",12,-0.6026655717339473
3962,"('of', 'electricity')",12,3.169218987209863
8234,"('the', 'good')",12,-0.5084702094132183
7764,"('the', 'progress')",12,0.4336098146576006
4283,"('address', 'the')",12,2.9790439511921214
4280,"('a', 'fulfilling')",12,2.981186491229817
4279,"('peers', 'or')",12,2.9818556154866265
7887,"('work', 'as')",12,0.24403284947183934
3997,"('be', 'easily')",12,3.151540187790662
7778,"('growth', 'of')",12,0.41957956300854704
7781,"('team', 'and')",12,0.41578495563994267
7885,"('the', 'reasons')",12,0.24598281148183077
69,"('ca', 'n')",12,10.620650395257773
4253,"('can', 'prevent')",12,3.0006518298763964
4251,"('important', 'social')",12,3.001162438091189
3755,"('however', 'working')",12,3.320222879383312
3749,"('will', 'become')",12,3.3226391966314495
275,"('opened', 'up')",12,8.52712810181885
489,"('decide', 'whether')",12,7.644950641730603
7359,"('process', 'can')",12,0.9330409237217197
7363,"('choice', 'to')",12,0.9296650270386095
4743,"('a', 'final')",12,2.714082421086978
485,"('go', 'beyond')",12,7.653752183197943
479,"('not', 'uncommon')",12,7.687712771104419
3455,"('additionally', 'if')",12,3.5146877155386527
8196,"('than', 'in')",12,-0.41217807582630783
7374,"('need', 'it')",12,0.9228499785774211
3465,"('a', 'deep')",12,3.506277535973574
474,"('physical', 'exercise')",12,7.699897146267508
6849,"('people', 'make')",12,1.3649736579950762
3485,"('overall', 'there')",12,3.4919360401415673
3486,"(',', 'reducing')",12,3.4919227095644736
4718,"('the', 'shift')",12,2.729065698183774
3489,"('person', 'classes')",12,3.487497108076692
464,"('before', 'implementing')",12,7.729264731782887
3493,"('are', 'involved')",12,3.482758266780671
4710,"('topic', 'of')",12,2.73311987240319
7393,"('engaging', 'and')",12,0.9099819924379169
3502,"('to', 'analyze')",12,3.477152822341104
3511,"('s', 'challenges')",12,3.475069558614017
452,"('remain', 'focused')",12,7.778885442414337
4690,"('standards', 'and')",12,2.7439720409989867
4689,"('collaborate', 'and')",12,2.7439720409989867
4688,"('and', 'discuss')",12,2.7439720409989867
7406,"('include', 'the')",12,0.8938765679294427
8294,"('these', 'can')",12,-0.6840082539453505
4747,"('boundaries', 'of')",12,2.7123613122363928
4748,"('foundation', 'of')",12,2.7123613122363928
4517,"('we', 'were')",12,2.8466046365417412
490,"('realistic', 'goals')",12,7.643370471757857
4843,"('strategy', 'to')",12,2.6540305844251826
4841,"('through', 'my')",12,2.655761854501389
571,"('goes', 'through')",12,7.324446181120047
