,Phrase,Count,PMI
6199,"('experience', 'in')",64,1.8570085569890828
1335,"('guidance', 'from')",64,5.569599123658275
6755,"('understanding', 'and')",64,1.44178016417289
5925,"('focus', 'and')",64,2.0207933985628586
1994,"('a', 'half')",64,4.739708228762474
3793,"('to', 'try')",64,3.2797470844766856
4313,"('benefits', 'for')",64,2.9607719214349864
8603,"('the', 'of')",64,-3.3553803399914344
1323,"('allows', 'them')",64,5.577652583590357
5540,"('from', 'our')",64,2.245633323572136
1383,"('around', 'them')",64,5.505861900522348
5193,"('the', 'body')",64,2.453787696595235
2777,"('impressions', 'can')",63,4.033641185962601
3119,"('it', 'helps')",63,3.779397724957647
1072,"('achieve', 'success')",63,6.015321111583319
2438,"('the', 'greatest')",63,4.3140281989049285
1254,"('has', 'made')",63,5.6864569694855795
1789,"('what', 'you')",63,4.9927936978454035
3026,"('in', 'place')",63,3.8474039802792532
353,"('four', 'year')",63,8.184109099928932
5157,"('successful', 'in')",63,2.4724439203757456
3086,"('with', 'each')",63,3.802187326419805
3858,"('can', 'gain')",63,3.2409661592101067
1054,"('helps', 'us')",63,6.051298590029987
4724,"('to', 'form')",63,2.7244199123165806
4027,"('group', 'can')",63,3.139682823372926
7270,"('and', 'use')",63,1.0123929933798408
285,"('insight', 'into')",62,8.490313195432979
3590,"('a', 'specific')",62,3.419282159040339
4326,"('back', 'to')",62,2.954369312879834
2704,"('a', 'lasting')",62,4.0935119978585846
1980,"('these', 'activities')",62,4.768313749786728
3052,"('the', 'internet')",62,3.829810671923589
3194,"('areas', 'of')",62,3.7190250425174014
6184,"('of', 'knowledge')",62,1.8688034708479364
7724,"('and', 'having')",62,0.4870206872170364
6723,"('of', 'different')",62,1.4626852892576174
6664,"('lives', 'and')",62,1.507484789776754
661,"('potential', 'drawbacks')",62,6.994068329986149
1633,"('most', 'important')",62,5.169153661292242
2674,"('way', 'we')",62,4.110530702112833
8070,"('a', 'school')",62,-0.0944892938238624
755,"('work', 'together')",62,6.741200031436723
3254,"('that', 'come')",61,3.670872997225775
2666,"('more', 'difficult')",61,4.119408398063008
3096,"('their', 'lives')",61,3.7966729774742447
271,"('negative', 'effects')",61,8.536116885046106
8071,"('not', 'a')",61,-0.09588741467729633
2876,"('related', 'to')",61,3.9535117689929784
294,"('career', 'paths')",61,8.437735367589458
5183,"('their', 'learning')",61,2.4583504443362116
5154,"('mental', 'and')",61,2.4737574814989394
5330,"('with', 'other')",61,2.3619998137038927
5036,"('peers', 'and')",61,2.5364932368469013
7946,"('that', 'their')",61,0.14398162702986994
4883,"('the', 'field')",61,2.6273815580542816
4996,"('can', 'learn')",61,2.5600415185076457
1943,"('both', 'positive')",61,4.824531711226214
3559,"('be', 'successful')",61,3.4455999880882366
6257,"('classes', 'in')",61,1.8190921314193105
8158,"('and', 'may')",61,-0.3048090171340405
6431,"('and', 'find')",61,1.7034157501276894
4610,"('a', 'traditional')",61,2.7917518625474926
653,"('has', 'shown')",61,7.030935001708858
5993,"('health', 'and')",61,1.983952213818121
3509,"('can', 'benefit')",61,3.4759373997145318
4826,"('benefit', 'of')",60,2.6637265369855143
3181,"('to', 'manage')",60,3.7313363105926314
1582,"('important', 'part')",60,5.249990042054282
4250,"('set', 'of')",60,3.003701087290331
2883,"('act', 'of')",60,3.944403903606556
170,"('summer', 'break')",60,9.277267079623696
3545,"('s', 'life')",60,3.456393633853594
7850,"('to', 'your')",60,0.29739681153909814
7455,"('classes', 'and')",60,0.832905769419277
5250,"('get', 'a')",60,2.4109705758778475
2195,"('idea', 'that')",60,4.5396133128504275
579,"('look', 'at')",60,7.3118469149963445
1110,"('an', 'invaluable')",60,5.9531423914027215
2290,"('in', 'groups')",60,4.453769629028503
6408,"('that', 'success')",60,1.7175462679802216
6685,"('and', 'physical')",60,1.4887997529381636
6742,"('as', 'i')",59,1.4481121219443054
1313,"('interested', 'in')",59,5.596816828179467
6583,"('find', 'the')",59,1.5762847816917116
2551,"('the', 'workplace')",59,4.219391324766853
8606,"('of', 'and')",59,-3.3937006103946636
2160,"('factor', 'in')",59,4.573357855355479
4332,"('to', 'start')",59,2.951711133065867
2350,"('some', 'people')",59,4.38991893607102
832,"('extended', 'school')",59,6.532282650507071
1673,"('an', 'extra')",59,5.11572962510844
3383,"('in', 'extracurricular')",59,3.5791869341576756
3852,"('values', 'and')",59,3.2432864508093218
3709,"('was', 'not')",59,3.3518790741918387
2143,"('unable', 'to')",59,4.5926300397610405
2449,"('an', 'environment')",59,4.301103372446484
7975,"('and', 'learning')",59,0.09760899561368674
5777,"('and', 'energy')",59,2.109887325392126
7305,"('additionally', 'the')",59,0.9783832252630589
909,"('today', 's')",59,6.341357995125556
6831,"('of', 'making')",59,1.3761125110076406
5988,"('of', 'each')",59,1.9870400355154594
2372,"('difference', 'in')",59,4.37780704623767
5979,"('and', 'explore')",59,1.9915673582033655
2648,"('a', 'safe')",59,4.139142276203888
7505,"('school', 'is')",59,0.7691032677468037
4811,"('hand', 'it')",58,2.6714735864499595
8478,"('are', 'the')",58,-1.5525046590874503
4616,"('a', 'key')",58,2.7881198807669954
295,"('own', 'pace')",58,8.43681176991521
7534,"('and', 'should')",58,0.7267713002453782
763,"('relying', 'on')",58,6.717229180697867
7398,"('the', 'person')",58,0.9050097565555575
8064,"('and', 'success')",58,-0.08241445332809505
348,"('informed', 'decisions')",58,8.20030210167398
256,"('three', 'year')",58,8.624461583748555
7240,"('learn', 'to')",58,1.0348692665985197
3881,"('having', 'an')",58,3.22209122150009
8441,"(',', 'a')",58,-1.3014240211267563
3596,"('the', 'cost')",58,3.4171216918690313
4633,"('mistakes', 'and')",58,2.779001259017935
3136,"('i', 'would')",58,3.7689748750818275
3385,"('the', 'case')",58,3.578872761865643
6345,"('come', 'to')",58,1.7571240773892853
4716,"('additionally', 'it')",58,2.7297329844223555
4439,"('the', 'journey')",57,2.897266019156625
3395,"('reducing', 'the')",57,3.5660601106812493
6821,"('of', 'working')",57,1.3856682691802789
2541,"('the', 'main')",57,4.226971464635707
3492,"('commitment', 'to')",57,3.4830055485865437
3787,"('the', 'difference')",57,3.2866777107599745
6721,"('that', 'has')",57,1.4639962662057329
4528,"('is', 'beneficial')",57,2.8398885564534098
5300,"('for', 'all')",57,2.383121151777093
3274,"('to', 'push')",57,3.657335729148855
8110,"('them', 'and')",57,-0.185844951459039
6085,"('to', 'greater')",57,1.9296650270386095
581,"('take', 'advantage')",57,7.305217243653978
1191,"('someone', 'who')",57,5.807255603636438
597,"('working', 'together')",57,7.241295616859606
1781,"('allow', 'students')",57,4.997781412548456
6531,"('and', 'experiences')",57,1.6115796647634077
441,"('graduating', 'high')",57,7.813622800493889
7925,"(',', ',')",57,0.17194288646663125
3175,"('maintain', 'a')",57,3.7367176226883174
3042,"('necessary', 'for')",57,3.8361865522462857
4021,"('result', 'of')",57,3.1412046110402656
1271,"('individuals', 'who')",57,5.657726055659545
4178,"('students', 'would')",57,3.0487229782116323
2633,"('of', 'accomplishment')",57,4.147057337285702
7504,"('that', 'our')",56,0.7723534963017968
3660,"('the', 'freedom')",56,3.377466736620068
7822,"('that', 'have')",56,0.34540225683913306
8489,"('and', 'students')",56,-1.6241412287728174
6914,"('with', 'this')",56,1.3062831357023548
4725,"('the', 'number')",56,2.724389210974298
422,"('four', 'years')",56,7.903564925806688
5210,"('on', 'my')",56,2.4399233278883514
196,"('few', 'reasons')",56,9.041518411977613
4383,"('quickly', 'and')",56,2.9276839941713746
1277,"('contact', 'with')",56,5.644995814885281
7303,"('many', 'of')",56,0.9818877091639351
5458,"('in', 'his')",56,2.289874709681211
3315,"('stay', 'on')",56,3.6295137888926767
1427,"('outlook', 'on')",56,5.435648672788027
7651,"('in', 'one')",56,0.57959115816751
8359,"('to', 'school')",56,-0.9275676822625947
1949,"('loss', 'of')",56,4.816109237074219
3490,"('phones', 'can')",56,3.48607865704664
3678,"('freedom', 'to')",56,3.366561960281196
4327,"('opportunities', 'that')",56,2.953265159670366
2191,"('willing', 'to')",56,4.542003966691073
3568,"('and', 'determination')",56,3.4346439828912594
3146,"('in', 'today')",56,3.7587790809387904
3167,"('designed', 'to')",56,3.7417734790668504
2895,"('factors', ',')",56,3.937221424029403
2349,"(',', ""''"")",56,4.389922996062076
7062,"('and', 'its')",56,1.1861456702153461
723,"('more', 'efficient')",56,6.8236438085078355
5530,"('yourself', 'and')",56,2.2515216790673698
6229,"('explore', 'the')",56,1.8372425506641967
1353,"('responsible', 'for')",56,5.551733162777584
23,"('comfort', 'zone')",56,11.784547167284076
1384,"('by', 'providing')",56,5.505695824061153
1616,"('may', 'find')",56,5.194940971807341
5402,"('example', 'is')",56,2.317464211079141
800,"('good', 'attitude')",56,6.627279713604523
3451,"('conclusion', 'it')",56,3.518016567284839
5357,"('guidance', 'and')",56,2.345268175560566
5563,"('on', 'life')",56,2.233829244052245
7183,"(',', 'our')",55,1.090060599033361
3416,"('is', 'necessary')",55,3.5400453556863027
4950,"('at', 'their')",55,2.5879895246736346
6671,"('world', 'of')",55,1.5027661653640578
2994,"('have', 'had')",55,3.867761738935826
7428,"('us', 'in')",55,0.8621213399194403
2197,"('what', 'we')",55,4.538423921830091
2945,"('they', 'would')",55,3.8975485266311445
1555,"('school', 'hours')",55,5.2727992728131134
7637,"('the', 'experience')",55,0.596991970233141
5031,"('effort', 'to')",55,2.541099739120959
7903,"('but', 'the')",55,0.2074749916353369
4909,"('on', 'your')",55,2.608409076706806
6477,"('their', 'time')",55,1.6628362043317964
3212,"('who', 'may')",55,3.7048861916742446
2913,"('they', 'will')",55,3.9237101135878873
3009,"('with', 'family')",55,3.857685150770383
4460,"('a', 'problem')",55,2.885301070894485
7687,"('for', 'an')",55,0.538243833236411
2512,"('you', 'will')",55,4.252488263743796
5343,"('addition', 'to')",55,2.3571814655991474
2991,"('their', 'educational')",55,3.8696877747724656
3811,"('feeling', 'of')",55,3.269857217207935
1392,"('be', 'aware')",55,5.4917731731678145
7156,"('in', 'these')",55,1.1122541260038155
6774,"('resources', 'to')",55,1.4285459169077903
151,"('miss', 'out')",55,9.459192293226394
4398,"('a', 'valuable')",55,2.9206754009963696
5441,"('way', 'that')",55,2.2991029518511006
2415,"('kind', 'of')",55,4.3376018238437695
1915,"('complete', 'their')",55,4.851765866775203
315,"('informed', 'decision')",54,8.37461513205081
4662,"('the', 'project')",54,2.758509476076256
5934,"('impact', 'of')",54,2.0143898496860473
2468,"('more', 'successful')",54,4.279640751860814
8045,"('to', 'my')",54,-0.049087239257350035
872,"('world', 'around')",54,6.426780488023635
5230,"('the', 'effects')",54,2.4276849807004943
8324,"('and', 'they')",54,-0.7762527996073594
1538,"('be', 'done')",54,5.290214255248532
5339,"('setting', 'a')",54,2.3577975090922223
6644,"('the', 'overall')",54,1.5255323040986397
1400,"('new', 'skills')",54,5.486172931193433
5542,"('together', 'to')",54,2.244229733512487
7542,"('than', 'the')",54,0.7163706253354043
8424,"('the', 'more')",54,-1.182674297086141
1748,"('whether', 'or')",54,5.038771655099751
7230,"('to', 'its')",54,1.0437367937474065
719,"('gives', 'us')",54,6.844092572508217
5454,"('and', 'guidance')",54,2.2928007556664305
1154,"('attending', 'school')",54,5.868144783032605
7401,"('world', 'and')",54,0.9021836218775086
3067,"('it', 'provides')",54,3.8215511763725942
6878,"('for', 'one')",54,1.3408363802789651
4881,"('and', 'professional')",54,2.630104076440709
1976,"('much', 'more')",54,4.774751842837528
3484,"('a', 'healthy')",54,3.4945957309259406
4605,"('the', 'quality')",54,2.796179894042311
4228,"('sure', 'to')",54,3.016600663809893
1652,"('decrease', 'in')",53,5.144012880447832
6362,"('like', 'a')",53,1.7470442307429188
6205,"('lives', 'of')",53,1.8553192660784354
1612,"('traditional', 'school')",53,5.198112280147612
5060,"('to', 'bring')",53,2.526134627974134
1366,"('allowing', 'us')",53,5.530745008699679
1608,"('also', 'helps')",53,5.203697282322096
4769,"('to', 'look')",53,2.6984986748678637
8086,"('the', 'learning')",53,-0.13615027941988345
5500,"('tasks', 'and')",53,2.265833708066161
5022,"('enthusiasm', 'and')",53,2.5463058062437653
1714,"('day', 'could')",53,5.070941747537855
1986,"('s', 'lives')",53,4.750839340881274
2092,"('with', 'peers')",53,4.628297102738841
6080,"('studies', 'and')",53,1.9307116868689427
3232,"('be', 'made')",53,3.6886266511485672
3935,"('will', 'have')",53,3.1884073703514133
7544,"('and', 'working')",53,0.7065883774533788
4532,"('in', 'certain')",53,2.8375561943229073
3624,"('a', 'range')",53,3.3994571806840916
7536,"('and', 'taking')",53,0.7222416417648674
176,"('self', 'reliance')",53,9.246604232240431
4070,"('are', 'both')",53,3.1125133455444356
7700,"('and', 'better')",53,0.524795577558649
350,"('than', 'ever')",53,8.192941289408605
2682,"('changes', 'in')",53,4.106045030248811
5191,"('power', 'to')",53,2.4563643496699576
6903,"('environment', 'and')",53,1.3150949281054878
7981,"('and', 'work')",53,0.08518649580836168
213,"('balance', 'between')",53,8.920282882268761
7643,"('day', 'to')",52,0.5891661844574685
7697,"('skills', 'to')",52,0.5298573910877344
7319,"('others', 'to')",52,0.9666402707798305
7228,"('like', 'the')",52,1.044231270550224
2782,"('when', 'working')",52,4.027877633842632
2356,"('what', 'they')",52,4.387175342330671
3832,"('about', 'their')",52,3.2568665224191555
6169,"('a', 'physical')",52,1.8786444190063953
7670,"('and', 'being')",52,0.5596439744297044
7588,"('use', 'the')",52,0.6565161077860857
1082,"('he', 'was')",52,6.00349232068973
1739,"('pursuit', 'of')",52,5.050230950992777
2436,"('they', 'do')",52,4.314307619241838
753,"('she', 'was')",52,6.7472470805185765
4307,"('their', 'career')",52,2.9643393439723518
897,"('this', 'type')",52,6.37168348065315
2896,"('more', 'about')",52,3.9361482347648575
3236,"('play', 'a')",52,3.684686009119968
3566,"('to', 'spend')",52,3.435088762774562
5548,"('way', 'for')",52,2.2431840976914224
1174,"('this', 'means')",52,5.837859828923797
8029,"('the', 'work')",52,-0.02133092084867627
1912,"('for', 'teenagers')",52,4.855282728350094
6540,"('the', 'early')",52,1.6070070080067183
2801,"('succeed', 'in')",52,4.0144339564069895
3636,"('the', 'value')",51,3.3933171087095673
4894,"('to', 'further')",51,2.6211991919578104
2960,"('my', 'life')",51,3.8887186803232225
7292,"('work', 'in')",51,0.9920310032623263
5490,"('if', 'it')",51,2.273894841929618
459,"('various', 'factors')",51,7.7527238662450735
7871,"('and', 'activities')",51,0.26753399705600245
6439,"('of', 'any')",51,1.6930929785316131
1115,"('an', 'extended')",51,5.947877948523615
6678,"('been', 'a')",51,1.5000812700096695
2768,"('value', 'of')",51,4.046464121069857
7207,"('and', 'ultimately')",51,1.062675205504302
8154,"('to', 'us')",51,-0.2990941082531968
16,"('video', 'conferencing')",51,12.190620319020338
6979,"('example', 'a')",51,1.2473888083973321
7112,"('the', 'lives')",51,1.1466771411264425
3035,"('struggle', 'to')",51,3.8387906270304377
8105,"('was', 'the')",51,-0.16490900953946053
7681,"('students', 'as')",51,0.5427334986465944
3734,"('safe', 'and')",51,3.3326290252778854
704,"('free', 'time')",51,6.867389564865338
5822,"('challenges', 'and')",51,2.0929019929361594
5704,"('and', 'development')",51,2.160239983884093
6875,"('academic', 'and')",51,1.3465682162357595
1011,"('suggest', 'that')",51,6.12876803563379
1231,"('an', 'informed')",51,5.735071576016367
4594,"('a', 'break')",50,2.7986019178160397
2561,"('a', 'particular')",50,4.2084777119791035
2532,"('to', 'accomplish')",50,4.2364862295357675
7030,"('there', 'can')",50,1.2131687080431774
1372,"('have', 'already')",50,5.520934396096862
1919,"('looking', 'for')",50,4.845092105468176
1666,"('have', 'found')",50,5.124674103848648
4488,"('focused', 'and')",50,2.8669960674722716
5592,"('develop', 'a')",50,2.218819656200562
3397,"('by', 'having')",50,3.563137379080807
2783,"('create', 'an')",50,4.025856575043132
1431,"('give', 'them')",50,5.430226257804453
2816,"('the', 'primary')",50,3.9994634924310546
7299,"('way', 'of')",50,0.9846586393991537
1849,"('tool', 'for')",50,4.922570858145896
1846,"('school', 'year')",50,4.928274185258843
2979,"('to', 'overcome')",50,3.878934224917682
7280,"('understanding', 'the')",50,1.0065996737126817
3865,"('a', 'plan')",50,3.2362227024620083
3926,"('life', 's')",50,3.1933592280198013
2655,"('during', 'this')",50,4.130890724838224
3602,"('the', 'company')",50,3.4145009917098967
2820,"('a', 'large')",50,3.99198589208234
8416,"('and', 'this')",50,-1.151836345472148
3555,"('increase', 'in')",50,3.4495635180582944
1332,"('there', 'were')",50,5.5731481086187316
4298,"('to', 'foster')",50,2.9696996888408655
8427,"('students', 'a')",50,-1.1913444175200354
3229,"('along', 'the')",50,3.6928021541970004
2260,"('top', 'of')",50,4.4742732635328295
7620,"('for', 'this')",50,0.6242159165791108
5223,"('the', 'specific')",50,2.4336098146576006
3223,"('to', 'meet')",50,3.697327418427733
3574,"('factors', 'that')",50,3.4300203804820164
1208,"('research', 'has')",49,5.775125031095289
2168,"('comes', 'from')",49,4.567415978160884
3351,"('the', 'country')",49,3.6035348160999163
6640,"('knowledge', 'of')",49,1.5293170045762707
3855,"('i', 'could')",49,3.24272797927663
545,"('time', 'spent')",49,7.431162443755323
4065,"('have', 'both')",49,3.117747923030695
7666,"('failure', 'to')",49,0.5634836941015244
4453,"('dedication', 'and')",49,2.8878904043123512
7667,"('to', 'failure')",49,0.5634836941015244
6663,"('in', 'different')",49,1.5114281109062624
974,"('many', 'ways')",49,6.216776326796577
6648,"('and', 'get')",49,1.522494280848882
5526,"('motivation', 'to')",49,2.2531435734893748
6368,"('and', 'achieve')",49,1.7426924887724162
8249,"('one', 'and')",49,-0.5753935398205527
4143,"('resilience', 'and')",49,3.0684626499541743
3408,"('age', 'can')",49,3.546013627300873
3895,"('additionally', 'students')",49,3.2084445413028
5556,"('a', 'much')",49,2.238940855457745
7725,"('to', 'new')",49,0.4862406951690659
7719,"('student', 'to')",49,0.5051671985107014
6232,"('on', 'people')",49,1.8349188562085565
7151,"('the', 'physical')",49,1.1175823212099232
3806,"('end', 'of')",49,3.2714788303882827
6769,"('get', 'to')",49,1.4325528242750778
4306,"('and', 'potentially')",49,2.966364462335438
6002,"('and', 'build')",49,1.9798687266851864
8316,"('are', 'in')",49,-0.754399509819212
516,"('solving', 'skills')",49,7.567248574769156
3235,"('from', 'failure')",49,3.6851110208306395
1360,"('be', 'detrimental')",49,5.537852627744094
7315,"('others', 'and')",49,0.9708518533277513
4336,"('looking', 'to')",49,2.9499520411835967
5891,"('research', 'and')",49,2.0446159079998054
444,"('taken', 'into')",49,7.802098574930238
2425,"('college', 'or')",49,4.326867323487029
7586,"('life', 'in')",49,0.656922095477757
6752,"('get', 'the')",49,1.4434576006139501
4281,"('the', 'comfort')",49,2.9798399208900435
7417,"('the', 'knowledge')",49,0.8761699922159849
5932,"('to', 'set')",48,2.0177212037038075
3788,"('have', 'become')",48,3.286598700633416
2997,"('weigh', 'the')",48,3.866569221933709
7759,"('the', 'different')",48,0.4403044672316092
8412,"('not', 'to')",48,-1.127899251628488
2027,"('their', 'interests')",48,4.697538108215639
2559,"('their', 'phones')",48,4.213858943331662
6971,"('who', 'can')",48,1.2560557945858122
893,"('while', 'still')",48,6.378264715904368
345,"('physical', 'activity')",48,8.23229159618451
6352,"('people', 'with')",48,1.753190571028366
5412,"('approach', 'to')",48,2.313406395827915
3721,"('control', 'of')",48,3.3417984420981526
1969,"('provides', 'an')",48,4.785936891314002
2314,"('exposed', 'to')",48,4.422705038318728
3496,"('become', 'an')",48,3.4804343443397485
1975,"('they', 'were')",48,4.776276052425889
5116,"('providing', 'a')",48,2.493142133784442
6627,"('of', 'its')",48,1.537863581004256
7435,"('to', 'others')",48,0.851163053359894
5967,"('furthermore', 'the')",48,1.9986727579410513
3693,"('to', 'fit')",48,3.3574135780670105
3196,"('to', 'graduate')",48,3.7181609218448983
3111,"('to', 'pay')",48,3.785275117703435
2333,"('it', 'gives')",48,4.402266705993565
1891,"('be', 'achieved')",48,4.874532839404264
4354,"('continue', 'to')",48,2.939187801157118
3322,"('in', 'helping')",48,3.6225433033520567
2369,"('which', 'could')",48,4.380404956520266
8484,"('of', ',')",48,-1.596627726943474
7642,"('of', 'which')",48,0.5901619185611473
3650,"('rest', 'and')",48,3.38489094769416
4931,"('down', 'the')",48,2.596040279552991
250,"('two', 'hours')",48,8.64906720192738
5823,"('and', 'problem')",48,2.0926083145553207
1219,"('shape', 'our')",48,5.762079834023741
6704,"('and', 'hard')",48,1.4763711085009845
4929,"('decisions', 'that')",48,2.5965203517105557
1922,"('successful', 'people')",48,4.841848190848765
4696,"('in', 'various')",48,2.742033583278616
536,"('giving', 'up')",48,7.460013905960313
2984,"('could', 'help')",48,3.8719991839186427
7256,"('the', ""'s"")",48,1.0185723153787585
3283,"('can', 'result')",47,3.6512675693278105
7591,"('have', 'their')",47,0.654232226153276
3078,"('learn', 'more')",47,3.813347452589575
3952,"('but', 'i')",47,3.1738595669820526
7291,"('of', 'both')",47,0.9942870568824596
3346,"('put', 'in')",47,3.607042930790069
8152,"('it', 'as')",47,-0.2970856995400659
3142,"('how', 'they')",47,3.7604344292937455
6438,"('of', 'personal')",47,1.6949267189003692
334,"('into', 'consideration')",47,8.28335081466614
5405,"('often', 'be')",47,2.315316775971489
4135,"(',', 'like')",47,3.072170516413575
4817,"('complex', 'and')",47,2.6673047396815335
1927,"('someone', 's')",47,4.839512015231019
2885,"('more', 'opportunities')",47,3.9413768413302144
3295,"('to', 'identify')",47,3.6394242512399835
4209,"('recognize', 'the')",47,3.028840650832585
5577,"('skills', 'that')",47,2.22499910202545
7206,"('the', 'only')",47,1.0627266449849948
3138,"('cost', 'of')",47,3.7668765607793873
7065,"('of', 'high')",47,1.1837367956650482
7031,"('the', 'resources')",47,1.2126798313996403
6155,"('to', 'feel')",47,1.889831048746025
6311,"('to', 'several')",47,1.7808966771928638
887,"('negative', 'attitude')",47,6.392001069953398
734,"('depend', 'on')",47,6.802402325165584
2378,"('in', 'turn')",47,4.366609953893409
5746,"('because', 'of')",47,2.1317905806323942
6133,"('of', 'social')",47,1.901377596367798
3588,"('is', 'key')",47,3.4198735599127623
5464,"('and', 'motivation')",47,2.2829640376256073
6813,"('who', 'is')",47,1.3946490587736449
6714,"('career', 'in')",47,1.468180937033086
1850,"('people', 'around')",46,4.921766143618722
7378,"('up', 'a')",46,0.9213150352524195
1978,"('your', 'goals')",46,4.772163526042014
7774,"('example', 'the')",46,0.4231931987122657
7485,"('time', 'it')",46,0.7893664195013059
1935,"('no', 'one')",46,4.83306105880051
5978,"('path', 'to')",46,1.9920706839888673
4352,"('need', 'for')",46,2.9405265628059034
944,"('how', 'much')",46,6.288483303250828
483,"('matter', 'what')",46,7.6624581459077845
3428,"('and', 'emotional')",46,3.5337081104203634
408,"('some', 'cases')",46,7.957158968323611
950,"('did', 'not')",46,6.273795811719491
5011,"('individuals', 'can')",46,2.5517996176053117
7109,"('that', 'people')",46,1.1482203982999657
4663,"('for', 'me')",46,2.7581840402450126
6617,"('and', 'focus')",46,1.5443553546198707
2049,"('responsibility', 'for')",46,4.669302759158761
6153,"('find', 'a')",46,1.8925359121574736
760,"('s', 'quote')",46,6.72156754893318
6745,"('of', 'online')",46,1.4470884342065986
3447,"('alone', 'can')",46,3.518759355841304
2807,"('led', 'to')",46,4.007667539039886
5857,"('years', 'of')",46,2.065998266851093
2833,"('a', 'crucial')",46,3.9822500335123294
5656,"('person', 'is')",46,2.1810687638512896
3414,"('comfort', 'of')",46,3.5418390451921375
7831,"('to', 'experience')",46,0.32828943642662267
388,"('become', 'increasingly')",46,8.043957841299129
71,"('increasingly', 'popular')",46,10.596254153099961
1401,"('their', 'families')",46,5.4853576113758855
6194,"('to', 'research')",46,1.863526563367806
1492,"('extra', 'time')",46,5.344646004428775
3265,"('a', 'common')",46,3.6628776435287236
2094,"('sure', 'that')",46,4.626267695104609
3209,"('comes', 'with')",45,3.7074941091116678
5949,"('lives', 'in')",45,2.007481195765223
1477,"('without', 'having')",45,5.365410146905777
2678,"('to', 'protect')",45,4.1072032125908
3643,"('seen', 'in')",45,3.388571363120729
6242,"('and', 'keep')",45,1.8301286847487042
1662,"('they', 'might')",45,5.131794509040311
4705,"('pursue', 'a')",45,2.737297134662729
5313,"('the', 'program')",45,2.3742887237224046
1856,"('feel', 'more')",45,4.908965622839052
6690,"('that', 'was')",45,1.484606545881018
2038,"('school', 'early')",45,4.682929910565701
585,"('you', 're')",45,7.283357621823434
2556,"('easier', 'for')",45,4.215767234489942
7901,"('up', 'the')",45,0.2142739517544925
6668,"('from', 'an')",45,1.5043708241454787
6246,"(',', 'was')",45,1.828308857145526
4452,"('so', 'it')",45,2.888406151128848
4997,"('perspectives', 'and')",45,2.559714748549311
470,"('traditional', 'classroom')",45,7.719741957664382
5352,"('hours', 'of')",45,2.351930143608019
7170,"('life', 'is')",45,1.1031670937779126
6795,"('college', 'and')",45,1.4128733602200398
4122,"('used', 'for')",45,3.0801121351323744
7188,"(',', 'when')",45,1.0849225293510472
8103,"('students', 'for')",45,-0.1635907924494866
5384,"('needs', 'to')",45,2.329595633927248
672,"('depends', 'on')",45,6.9664374316646445
4424,"('collaboration', 'and')",45,2.90763805196962
2998,"('case', 'of')",45,3.865891875428037
3564,"('learning', 'has')",45,3.4373281656770054
1169,"('school', 'homework')",45,5.840738625691955
3560,"('for', 'achieving')",45,3.4387242009484
4411,"('a', 'higher')",45,2.9127391410726062
3968,"('made', 'it')",45,3.1674961523784937
8431,"('not', 'the')",45,-1.2101038796810961
5957,"('people', 'have')",45,2.0029106235812826
8476,"('and', 'an')",45,-1.5273150460098286
2204,"('are', 'still')",45,4.528522683890603
1380,"('take', 'part')",45,5.5125682116409145
2650,"('kindness', 'can')",44,4.138155353626335
2819,"('strengths', 'and')",44,3.9922559954674597
5076,"('the', 'younger')",44,2.5160719748495737
831,"('essential', 'part')",44,6.534688093131695
3981,"('who', 'we')",44,3.157692733828835
2014,"('a', 'deeper')",44,4.715930845479345
5374,"('to', 'improved')",44,2.3378161407322153
7316,"('with', 'our')",44,0.967999820945753
6021,"('technology', 'is')",44,1.9678120937420864
3932,"('in', 'class')",44,3.19145339878785
442,"('beyond', 'what')",44,7.812984581044912
3730,"('this', 'will')",44,3.3372297852244763
3753,"('strength', 'and')",44,3.3218241525569567
7978,"('provide', 'the')",44,0.08998664867092288
805,"('communication', 'skills')",44,6.6126082179871695
6140,"('stay', 'in')",44,1.8973284148402776
5327,"('plan', 'to')",44,2.36556113121512
626,"('spending', 'time')",44,7.135021682437564
2884,"('to', 'follow')",44,3.9435372016201704
650,"('taking', 'risks')",44,7.044263788716432
6400,"('after', 'a')",44,1.7214903708212468
5136,"('to', 'shape')",44,2.48220605006739
2894,"(',', 'where')",44,3.9375485286767393
108,"('powerful', 'tool')",44,9.948225053286277
2248,"('is', 'indeed')",44,4.4836199222234825
5341,"('world', 'that')",44,2.3577788591787083
2477,"('an', 'early')",44,4.27632143828021
6413,"('the', 'confidence')",44,1.7142382805061338
6415,"('even', 'in')",44,1.7120253122390494
4719,"('additionally', ',')",44,2.7289619068653224
1253,"('manage', 'their')",44,5.686465950716695
4153,"('and', 'eventually')",44,3.065187517921313
2070,"('achieve', 'our')",44,4.651815708593194
6116,"('the', 'goal')",44,1.9132193152325314
4054,"('within', 'a')",44,3.1235888143925905
5156,"(',', 'making')",44,2.4735441802496183
2386,"('interest', 'in')",44,4.362875748616663
3548,"('from', 'those')",44,3.4525897964202663
6820,"('to', 'support')",44,1.3867257412131622
6069,"('and', 'ideas')",44,1.9374319707229404
8288,"('and', 'has')",44,-0.66051325014908
6349,"('a', 'part')",44,1.7553050838134894
801,"('stay', 'true')",43,6.624275784334969
4614,"('environment', 'for')",43,2.789491490295646
468,"('numerous', 'benefits')",43,7.7261573874166345
